         100     0     0     0
         200     0     0     0
         300     0     0     0
         400     0     0     0
         500     0     0     0
         600     0     0     0
         700     0     0     0
         800     0     0     0
         900     0     0     0
        1000     0     0     0
        1100     0     0     0
        1200     0     0     0
        1300     0     0     0
        1400     0     0     0
        1500     0     0     0
        1600     0     0     0
        1700     0     0     0
        1800     0     0     0
        1900     0     0     0
        2000     0     0     0
        2100     0     0     0
        2200     0     0     0
        2300     0     0     0
        2400     0     0     0
        2500     0     0     0
        2600     1     0     0
        2700     1     0     0
        2800     1     0     0
        2900     1     0     0
        3000     1     0     0
        3100     1     0     0
        3200     1     0     0
        3300     1     0     0
        3400     1     0     0
        3500     1     0     0
        3600     1     0     0
        3700     1     0     0
        3800     1     0     0
        3900     1     0     0
        4000     1     0     0
        4100     1     0     0
        4200     1     0     0
        4300     1     0     0
        4400     1     0     0
        4500     1     0     0
        4600     1     0     0
        4700     1     0     0
        4800     1     0     0
        4900     1     0     0
        5000     1     0     0
        5100     1     0     0
        5200     1     0     0
        5300     1     0     0
        5400     1     0     0
        5500     1     0     0
        5600     1     0     0
        5700     1     0     0
        5800     1     0     0
        5900     1     0     0
        6000     1     0     0
        6100     1     0     0
        6200     1     0     0
        6300     1     0     0
        6400     1     0     0
        6500     1     0     0
        6600     1     0     0
        6700     1     0     0
        6800     1     0     0
        6900     1     0     0
        7000     1     0     0
        7100     1     0     0
        7200     1     0     0
        7300     1     0     0
        7400     1     0     0
        7500     1     0     0
        7600     1     0     0
        7700     1     0     0
        7800     1     0     0
        7900     1     0     0
        8000     1     0     0
        8100     1     0     0
        8200     1     0     0
        8300     1     0     0
        8400     1     0     0
        8500     1     0     0
        8600     1     0     0
        8700     1     0     0
        8800     1     0     0
        8900     1     0     0
        9000     1     0     0
        9100     1     0     0
        9200     1     0     0
        9300     1     0     0
        9400     1     0     0
        9500     1     0     0
        9600     1     0     0
        9700     1     0     0
        9800     1     0     0
        9900     1     0     0
       10000     1     0     0
       10100     1     0     0
       10200     1     0     0
       10300     1     0     0
       10400     1     0     0
       10500     1     0     0
       10600     1     0     0
       10700     1     0     0
       10800     1     0     0
       10900     1     0     0
       11000     1     0     0
       11100     1     0     0
       11200     1     0     0
       11300     1     0     0
       11400     1     0     0
       11500     1     0     0
       11600     1     0     0
       11700     1     0     0
       11800     2     0     0
       11900     2     0     0
       12000     2     0     0
       12100     2     0     0
       12200     2     0     0
       12300     2     0     0
       12400     2     0     0
       12500     2     0     0
       12600     2     0     0
       12700     2     0     0
       12800     2     0     0
       12900     2     0     0
       13000     2     0     0
       13100     2     0     0
       13200     2     0     0
       13300     2     0     0
       13400     2     0     0
       13500     2     0     0
       13600     2     0     0
       13700     2     0     0
       13800     2     0     0
       13900     2     0     0
       14000     2     0     0
       14100     2     0     0
       14200     2     0     0
       14300     2     0     0
       14400     2     0     0
       14500     2     0     0
       14600     2     0     0
       14700     2     0     0
       14800     2     0     0
       14900     2     0     0
       15000     2     0     0
       15100     2     0     0
       15200     2     0     0
       15300     2     0     0
       15400     2     0     0
       15500     2     0     0
       15600     2     0     0
       15700     2     0     0
       15800     2     0     0
       15900     2     0     0
       16000     2     0     0
       16100     2     0     0
       16200     2     0     0
       16300     2     0     0
       16400     2     0     0
       16500     2     0     0
       16600     2     0     0
       16700     2     0     0
       16800     2     0     0
       16900     2     0     0
       17000     2     0     0
       17100     2     0     0
       17200     2     0     0
       17300     2     0     0
       17400     2     0     0
       17500     2     0     0
       17600     2     0     0
       17700     2     0     0
       17800     2     0     0
       17900     2     0     0
       18000     2     0     0
       18100     2     0     0
       18200     2     0     0
       18300     2     0     0
       18400     2     0     0
       18500     2     0     0
       18600     2     0     0
       18700     2     0     0
       18800     2     0     0
       18900     2     0     0
       19000     2     0     0
       19100     2     0     0
       19200     2     0     0
       19300     2     0     0
       19400     2     0     0
       19500     2     0     0
       19600     2     0     0
       19700     2     0     0
       19800     2     0     0
       19900     2     0     0
       20000     2     0     0

